Description,Sentiment_Analysis,Polarity
bayay ekmek gönderildi,-1,-0.9903404712677002
tavukburger icindeki tavuk eti yok idi yanmisti sanirim,-1,-0.9262374043464661
sicak taze lezzetliydi getiren arkadas cok yarcimciydi,0,0.5330238342285156
yemek oldukça geç geldi farkli bahaneler sunuldu bahaneleri arastirdim gerçek degil yemek sogudugu lezzeti yoktu motorlu kuryelerin hes kodunu aktif kullanmalari lazim,-1,-0.9988401532173157
soguk geldi patatesler eski yeni kizarmis degil,-1,-0.9960935115814209
kurye saygiliydi maalesef soguk geldi,-1,-0.998676598072052
soguk geldi,-1,-0.9967196583747864
zaman siparis versek bisi olmuyor eksik geliyor lezzete laf yok,1,0.9289500713348389
sicak güzeldi,1,0.9601532220840454
iyi,1,0.8707313537597656
gerçek bir süprizi olusturdugunuz bütün takima tesekkür etmeyi borç bilerim,1,0.9834245443344116
parasini ödedigimiz soslardan menünün içinde olan coleslaw eksikti özellikle eksik gelmemesi not yazmistik siparise bakip eksiksiz hazirlayip posete koymak kadar zor olmamali ayrica patatesler hot shotslar lezzetli degildi,-1,-0.998729944229126
son siparisim 46 dk geldi,-1,-0.973557710647583
geç geldi ilikti,-1,-0.619247555732727
zaman basarili,1,0.9745727181434631
siparis yanlis eksik geldi,-1,-0.9955056309700012
mükemmel geldi tesekkurler,1,0.9918047785758972
siparis soguk geldi,-1,-0.9984867572784424
normal cola istedim sekersiz kola gondermisler,-1,-0.987536609172821
bazen geç getiriyorsunuz,-1,-0.7108678221702576
gayet iyi patatesler hariç,-1,-0.9427641034126282
soguk geldi maalesef,-1,-0.9988177418708801
biraz geç soguk geldi servis lezzet 10,-1,-0.9239922165870667
tadi kotuydu tavuklar iyi pismis çitir degildiburger içindeki hash brown patates lezzetsizdi,-1,-0.9988731145858765
yenir,1,0.8307870626449585
yavas soguk,-1,-0.9837216734886169
tesekürler hersey harikaydi,1,0.9866983890533447
hambrgerin içindeki tavugun sertliginden disim kirilacakti nerdeyse yemekteki tatsizligi saymiyorum bile kekcap mayoez unutulmus hamburger içinde tavuktan baska bisey yok ha pardon bir parça marul vardi hayatimda yedigim kotu yemek notaçliktan ölsem bile kfc yemek istemicem tesekürler,-1,-0.9968897104263306
1 satten uzun sürede geldi rezillik,-1,-0.9986283183097839
inanilmaz hizli geldi kurye kibardi lezzet birsey demeye gerek yok zaten,-1,-0.9975631237030029
tesekkr,1,0.9534808397293091
subenin sucu yok kfc bozdu galiba eskisi degil agir yagli,-1,-0.9751020073890686
fast food olarak gecen yemegin hazir oldugu bir restoranda siparisim 65 dakikada geldi 40 dakika boyunca siparisimin yolda oldugu soylendi korkunc bir yemek yedik bir tovbe siparis vermem,-1,-0.9990049600601196
tek kelimeyle berbat,-1,-0.9989334940910339
soguk bayat geldi ürün bana teslim edilmeden uygulamada 10 dakika önce teslim edildi gözüküyordu bir asla siparis vermem soguk olunca yenilmiyor çogu çöpe gitti yazik günah,-1,-0.9986417889595032
gazi koç kadar isini severek yapiyor bunu sizinde bilmenizi isterim normalde siparis verdigimde siparis gelince sokaga çikip teslim almami istiyorlar gazi bey zaman gelse mutlaka magazama girip teslim ediyor özverisinden dolayi tesekkür ederim,1,0.9781191945075989
yanlis geldi,-1,-0.8661119937896729
artik kfc kalitesine yakisir sekilde ürünü getirtmeyi lütfen kendinize prensip haline getirin bayat ekmekler kup kuru tavuklar 10 saat bekletip mi getiriyorsunuz pörsümüs patates kizartmalari özensiz hazirlanmis kutular açik ambalajlar,-1,-0.9974914193153381
kotu,-1,-0.9987760186195374
kötü servis yavas,-1,-0.9995765686035156
hepiniz tesekkür ederim,1,0.8687192797660828
notlar okunuyor sicacik taze servis yapiliyor ayrica gerçekten hizlilar elinize saglik,-1,-0.9933229684829712
patateslerin taze gelmesi lazim kadar kötü patates yapilmaz,-1,-0.99632328748703
zaman hizli sicak,-1,-0.9787983298301697
kötü servis,-1,-0.9994703531265259
kurye hizzliydi tesekkürler,0,0.5755043029785156
sefer bekledik,-1,-0.8421059846878052
parasini ödedigim soslar gelmedi,-1,-0.9982653856277466
aralar sizden hizlisi mezarda kuryelere tskler böyle devam,1,0.9330317378044128
defasinda not kismini dikkate aldiginiz tesekkürler,1,0.7861529588699341
güzel,1,0.9026162028312683
isik hizinda geldi hala çözebilmis degilim,-1,-0.9960841536521912
sicacikgeldi,1,0.9884166717529297
coleslaw i yillardir yerim ilk tatsizlikta denk geldim kupkuru sossuz birsekilde,-1,-0.8686912655830383
servis süresi 2030 dk demesine ragmen 50 dkde geldi yemek ayni gün 1 saat önce istedigimiz sipariste içecegi getirmemislerdi kurye arkadas hemen gidip getirecegini söyledi ancak geri gelmedi siparlte bunu hatirlatmama ragmen eksik içecek gelmedi gelenlerde yanlis geldi,-1,-0.9916495680809021
hizli sicak tesekkürler,1,0.6523794531822205
lezzet eskisi degil favorisi olan ekmegin içi hamur,0,0.5581598877906799
6 senedir levent bölgesinde çalisiyorum ilkkez siparis verdim keske vermeseydin inanilmaz soguk hamburgeri patatesi onu geçtim tavuk marul domates olmasina ragmen içine koyulmamis,-1,-0.9975401759147644
siparisin 20 dk gecikecegini yeni urunleri atacaklarini soylediler tavuklarin ustundeki pane pismemis camur gibiydi,-1,-0.9984581470489502
ileri tarihli verdigim siparis 1 30 saatte gelemedi tadi rezalettii,-1,-0.9993706941604614
hamburgerdeki tavuk bayatti sertti,-1,-0.9982288479804993
patates soguk geliyor buna bir çözüm bulmaniz lazim sadece sizin geçerli degil fast food markasinda böyle,-1,-0.9817176461219788
basarili,1,0.9456688165664673
paketleme kötü kolayi yemegin üstüne koymuslar ezilmis paket hizli gelmesine ragmen buz gibiydi,-1,-0.9993144273757935
sogan halkasi disinda ürünler bayatti soguktu,-1,-0.9964499473571777
hizli geldi kurye hakan abiye ayriyaten tesekkür ederim son derece güleryüzlü nazikti,1,0.8113325238227844
2 ekstra peynir ödedim gelmedi,-1,-0.9992848038673401
ürünler sogmus olarak geldi,-1,-0.9982456564903259
kredi karti ödeme yapamadim kurye 20dk sonra yeniden gelmek zorunda kaldi siparis eksik geldi baska bi kurye 1 saat sonra getirdi dikkatli olsalar kadar gitgel olmazdi lezzeti iyiydi,-1,-0.761788010597229
nomber tenoo,1,0.9801759123802185
istedigimiz hemen hemen seyi yanlis göndermissiniz soslar disinda dogru olan bir sey yoktu menüler kutular yanlisti dikkatli olun artik,-1,-0.998542070388794
iyi tesekkürler,1,0.916351854801178
berbat,-1,-0.9991132616996765
yüksel beye hizli teslimatindan güler yüzlügünden dolayi cok tesekkur ederiz ilk 20dkda geldi,-1,-0.6434841156005859
güzel kfc lezzeti,1,0.9791672825813293
setcard seçimi yaptim normal kart pos cihazi geldi,-1,-0.9984071850776672
1 gun boyunca midem yandi kullandiginiz yagdan dolayi,-1,-0.9983547329902649
hizli geldi fakat artik su patatesleri bayat göndermekten vazgeçin,-1,-0.9956815838813782
sicak tam 16 dakikada gelen siparis tesekkürler,1,0.9435997605323792
citir citir tavuk,1,0.9801995754241943
ekmek yoktu,-1,-0.9973819255828857
seferinde yanlis eksik içecek gönderiliyor,-1,-0.9970118403434753
kötü,-1,-0.9987760186195374
geç geldi yaglar paketlerin üzerine akmisti,-1,-0.9926725029945374
guzeldi,1,0.9682750105857849
hizli sicak servis,-1,-0.9951654076576233
harika,1,0.986046552658081
diger kfclere gore iyi oldugunu dusunuyorum,-1,-0.8283238410949707
su zingerleri bekletmeyin yahu beklemis burger göndermek neyin özgüveni tabuklariniza mi güveniyosunuz marullar pes etmis ölümüne çürüktü diyim,-1,-0.9226902723312378
fazlaca geç geldi onun disinda kfc tadi mutlu oldugumuz bir tat,1,0.9621464014053345
iyi olabilir,-1,-0.849904477596283
butlar cok fazli yagliydi tadi agirdi butun gun mide bulantisi yapti ürünlerden anladigim kadariyla cok taze degillerdi bayatti,-1,-0.999322235584259
vaovp,1,0.8834044337272644
sistemde teslim edildi yazdiktan tam 45 dk sonra geldi 1 saatten önce gelmiyor buz gibiydi kola hariç sicakti,-1,-0.9987792372703552
tavuklar eksik patatesler tuzsuz birbirine yapismis hamur halde geldi lezzetsiz bir menüydü,-1,-0.9994257092475891
oldukca kuru geldi,-1,-0.999232292175293
herzaman,1,0.9858542680740356
sos ücreti alindi ancak sos bana gelmedi,-1,-0.9975387454032898
hamburgerin içerisinde bir tek et vardi yesillik domates sos vs yoktu yanindaki patatesler soguktu kurye gördügüm nazik güleryüzlü kuryeydi hatta ismimle hitap etti hamburger patates hayal kirikligiydi,-1,-0.9995803236961365
sodexo ödemesini online olarak kod gerçeklestirdim ödeme benim uygulamamda yapildi olarak gözüküp kart bakiyemden tutar düstü kuryenin kullandigi posta iptal verdigini söyledi ben telefondan ödemenin çekildigini israrla söylememe ragmen çekilmedigini söyleyip durdu,-1,-0.9988003969192505
delicious,1,0.6348887085914612
gelen menü soguk bekletilmis geldi acisiz istedigimiz halde acili geldi yiyemedik bir asla vermem siparis,-1,-0.9990338087081909
cok iyi,1,0.9912058115005493
kalite yükseldi siparislere önem veriyorlar soslar unutulmuyor tesekkürler,1,0.9893167018890381
siparis biraz geç geldi patatesler harici sicakti,-1,-0.9981950521469116
getiren muhammed beye tesekkür ederiz,0,-0.5647953152656555
gelmesi uzun sürdü buna ragmen sicak lezzetliydi kurye abimizin ilgisi kibarligi ayrica tesekkürler,1,0.6438042521476746
süpersin,1,0.995830237865448
best,1,0.9300990104675293
süper,1,0.9866470098495483
ürünler zamaninda sicak geldi tavuklar tuzluydu,-1,-0.9931625127792358
normal kola istiyoruz ligt gönderiyorolar,-1,-0.9112778902053833
kötüydü,-1,-0.9977852702140808
yiyecekler soguk tas sertti,-1,-0.9983729720115662
patates biraz ezik geldi genelde güzeldi,-1,-0.9485955238342285
sos siparis ettim getirmediler,-1,-0.9991073608398438
bayat ekmek getirmekten artik vazgeçin ekmek dagila dagila bir hal oldu kadar zor olmamali buna dikkat etmek,-1,-0.8692183494567871
guzeldi normal beklenen zaten,1,0.9639281034469604
tesekkür ediyorum,1,0.9069918990135193
kfc kalitesi,1,0.9858222007751465
patatesler zaman kötü tavuklar sebebiyle katlaniyoruz,-1,-0.9979697465896606
eski kfc degil eski kalite eski lezzet bitmis,-1,-0.9993870258331299
ücretini ödedigim sos gelmedi maalesef,-1,-0.9993869066238403
sos gelmedi,-1,-0.9988202452659607
cok hizli geldi getiren kurye arkadasa cok tesekkur ederiz ofisi bulamayi 10dk ustune bekledi bizi tavuklarda gayet sicakti tek eksigi servis,-1,-0.984298825263977
motorcu bey gerçekten kibar anlayisli birisiydi servisten gayet memnun idim lezzet göreceli,-1,-0.7418432235717773
hizli özenli servis,1,0.9738970994949341
sos koymamistiniz,-1,-0.9566724300384521
kampanya donemi olmasina ragmen gayet sicak sorunsuz ulasti kurye arkadasa cabasindan dolayi kibarligindan oturu tesekkur ederim,0,0.5146317481994629
güzel,1,0.9026162028312683
iyi,1,0.8707313537597656
siparis ettigim menüden farkli menü gönderilmis ekstradan aldigim 2 sos gelmedi siparis elime geç ulasti sogumustu,-1,-0.9987376928329468
iyi güzel azindan cok hizli geliyor,-1,-0.9191902875900269
tesekkurler,1,0.9723026752471924
yemek notda yazmama ragmen çook geç üstüne soguk geldi bari sicak olsun geç geldi yolda istanbul turu felan attirdilar sanirim,-1,-0.9930199980735779
1 saat civarinda geldi sanirim yogunluktan tavuklar kesinlikle soguktu hala lezzetliydi,1,0.7781621813774109
hizli,-1,-0.9813809394836426
yemek tam 1 saatte geldi sey buz gibiydi bitek gelen kola sicakti,-1,-0.9983333349227905
tavuklar lastik gibiydi keyif vermedi,-1,-0.9987760186195374
buz,-1,-0.8952611088752747
iyi,1,0.8707313537597656
herseyden var 1 saatte gelsi,1,0.9902178645133972
1 bucuk aaat surdu gelmesi patatesler dunden kalmaydi sanirim,-1,-0.9275983572006226
lezzeti kadar düsmesi hos degil,-1,-0.9981801509857178
malesef sefer üzdü geç geldi,-1,-0.996991753578186
süper,1,0.9866470098495483
catal bicagi gectim sos koymamissiniz kuru kuru yedik sagolun,-1,-0.9214301705360413
menü oldugunda acili mayonez hamburger yada karabiberli hamburgeryerine baska alternatif hamburger yapilabilir,-1,-0.9318844079971313
tavuk kahvarengi olmus kizartilmis görüntüsündeydi,-1,-0.9986976385116577
50dk sonra geldi ben acili mayonez istedm aci sos geldi zingerim acili mayonez istedim karabiberli geldi patates buz gibiydi extra 6li hotshots istedim icerisinde sadece5adet geldi kutu icini gectim extra bile eksik gonderildi,-1,-0.99933922290802
lezzetliydi ancak soslardan devrilmis menülerin içine posete akmisti,-1,-0.9783439040184021
siparis eksik geldi yemek sepeti hemen ilgilenip sorunu cozdu siparisin devami geldiginde yemek coktan bitmisti,-1,-0.9944669008255005
1 saatten fazla surede siparisi getiriyorsunuz bravo soguk soguk cok lezzetli gercekten,1,0.954769492149353
siparisim hizli geldi tesekkür ederim kurye barisa ayrica tekir ederim,0,0.5643165111541748
iyiydi,1,0.819162130355835
hizliydi kuryeye tesekkür ederim,1,0.6955769062042236
siparis buz gibiydi hamburgerle patatesleri buzluga koyduk hazir böyle sogukken dondurma yedim saol kfc,-1,-0.9829885363578796
hizli,-1,-0.9813809394836426
tavuklar tatsizdi kanatlar acisiz geldi,-1,-0.996789813041687
kafana göre tavuk istedim çabuk geldi tavugun tadi güzeldi bi burger pek etkilenmedim patatesler pek iyi degildi biscuit iyidi öneririm,-1,-0.9987437725067139
cokiy,1,0.9948219060897827
güzel geldi servis gayet hizliydi,1,0.8436856269836426
tesekkürler kfc kentucky,1,0.9960571527481079
güzeldi,1,0.9682750105857849
tavuk but cok iyi,1,0.8179593682289124
süper,1,0.9866470098495483
cok kotuydu asiri soguk lezzetsiz geldi cok gec geldi,-1,-0.9989033937454224
çocuklugumdan beri favorim olan kfc hizli teslimat sicacik çitir çitir tavuklar,1,0.9975370168685913
hotshotlar eksik gelmisti fakat hemen ilgilenip 3040 dk içinde telafisini yaptilar patatesler iyi pisebilirdi,-1,-0.9432449340820312
soguk pismemis memnun kalmadim,-1,-0.999078094959259
good,1,0.9890589714050293
tesekkürler kfc,1,0.9830915331840515
siparisim 1 saatte geldi eksik geldi pasta almistim koymamislar,-1,-0.9978345632553101
içecekler gelmedi sonra geldiginde yanlis geldi,-1,-0.9973036646842957
patates neredeyse çig gibiydi soguktu hizli geldi geç gelip pismis olmasini tercih ederdik,-1,-0.9984297156333923
patatesler genelde sogul gelirdi sefer sicak geldi tesekkürler,-1,-0.763393223285675
seviyoruz fakat 35 tlye doymam gerekiyor porsiyona kimse doyamaz arkdaslar,-1,-0.9953759908676147
tesekkürler,1,0.9723026752471924
citir olmayan citir tavuklar,-1,-0.9170277118682861
et patates kötü yumusamis sogumustu,-1,-0.9985292553901672
et patates iyi degildi yumusamisti soguktu,-1,-0.9981467723846436
rezalethamburgerin içindekine tavuk diyemiyorum kadar küçüktü görmekte zorlandim lastik gibiydi zor isirdim patates küçük tavuk parçalari resmen kutuya firlatilmisti patatesler saman gibiydi 1 puan verdigim pismanim keske 0 puan olsaydi,-1,-0.9993105530738831
1 saatten fazla sürdü gelmesi hiz iyi degildi tadi güzel seviyorum ketçap mayonez unutulmus sorunlar düzeltilirse lezzet iyi,-1,-0.9979806542396545
süper,1,0.9866470098495483
kanatlarin tadinda kokusunda degisik bir koku vardi sanirim 1 2 tanesi bozuktu,-1,-0.9954314231872559
gravy sos unutulmustu geç getirildi,1,0.9100161790847778
malzemeleri azaltmislar sanirim eski kfc bonkörlügü yok,-1,-0.9951856732368469
doyurmayan pahali lezzetli,-1,-0.9800119996070862
sparis vereli 1 saat oldu defalarca aramam gerekti,-1,-0.9736344814300537
hizli sicak,-1,-0.9903476238250732
coleslaw istiyoruz yaninda catal koymuyorsunuz soguk geldi yemekler,-1,-0.9938563108444214
siparisimin hizli güvenli bir sekilde tarafima ulastirilmasini saglayan kfc personeli ürün teslimini gerçeklestiren baris beye tesekkür ederim,1,0.6842242479324341
tavukseverin ekmegi yanmisti is kokuyordu zingerden baska burger istemem bir,-1,-0.9984145164489746
siparisim tam 50 dkk sonra geldi buz olmustu,-1,-0.9983675479888916
suana kadar yedigim güzel zinger tavuk sahane çitir taze hizli sürede geldi harika,1,0.9903664588928223
iyi,1,0.8707313537597656
harikaydi,1,0.9834811687469482
kötü,-1,-0.9987760186195374
hizli,-1,-0.9813809394836426
güzeldi menüde gözüken ketçap mayonez konmuyor onu anlamadim 3 oldu ayni sikinti koymayacaksaniz menüden çikartin lütfen,-1,-0.7826281189918518
bardak istedim getirmemisler rica ettim halbuki onun haricinde geç gelio biraz dikkat lütfen,-1,-0.989052951335907
patates cok kotu burger içindeki tavuk kurumus sadece bunlar normaldi genel olarak vasatti not düsmeme ragmen,-1,-0.9993252158164978
hakan beye kolayi posetin disinda getirip kutuyu ezmemeye özen gösterdigi tesekkür ederim,-1,-0.9839292764663696
kanatlar güzeldi hizli geldi,0,0.5061600208282471
cok iyiydi,1,0.9908676147460938
sos koymamissiniz tavuklar pismisti lutfen biraz çitir olsun,-1,-0.9269101023674011
iyi olabilir,-1,-0.849904477596283
servis gerçekten kötü tavukseverin haline üzüldüm resmen,-1,-0.999015748500824
patatesler kötüydu,-1,-0.9984338879585266
hiz güzel,1,0.8362799286842346
cok yavas geldi soguktu,-1,-0.9963423609733582
superdi,1,0.9884554743766785
patates soguktu onun disinda tavuklar biraz sertti ancak yenilir doyurucuydu,-1,-0.9763556718826294
menüde kola eksik geldi ketçap mayonez yok patates evrim geçirmis bir gün öncesinden kalip isitilmis yemek sepetini aradim eksiklerin gelmesi 40 dk sürdü vasat yakismadi kfc,-1,-0.9995920062065125
masallah,1,0.9953258633613586
gelen yemek soguktu,-1,-0.9964385628700256
inanilmaz soguktu kadarini beklemiyordum,-1,-0.9936134219169617
inanilmaz hizliydiiii,-1,-0.9754911661148071
kfc bildigimiz,1,0.7129916548728943
seviyoruz geç gelecegini bile bile seferinde siparis veriyoruz artik alistik napalim allahtan güzeller,1,0.9908350110054016
tavuklari tost makinesine bastirmak nedir tavuklarin citirligi kötüydü,-1,-0.9911044836044312
paket felan yok öyle kutunun içine atilmisti rezaletti,-1,-0.9987940192222595
zaman hizli basarili,1,0.9753307104110718
sos yoktu,-1,-0.9988583326339722
80 dakikada geldi,1,0.9754073619842529
kurye arkadasa tesekkurler,1,0.620539665222168
lezzetli,1,0.948391854763031
vazgeçemiyoruz isteeee,1,0.9868727922439575
geç gelir iki adimlik yerde oturuyorum yinede min 45 dak,-1,-0.7920592427253723
guzel,1,0.9026162028312683
siparisimizi getiren arkadasa ayrica tsk ederim gayet kibar hizliydi patatesler bi tik iyi olabilir,-1,-0.9507421255111694
süper,1,0.9866470098495483
1 saati asan bir sürede gelditeslimat süresi uzun,-1,-0.9695106148719788
güzel,1,0.9026162028312683
gayet hizli geldi ürünler sicakti fakat sizin restoraninizdan zaman tavuksever burger içeren bir siparis yapsak tavuksever burger seferinde ekmegi bayat içindeki tavuk soguk bir halde geliyor diger yan ürünler sicak olsa bile tavukseverde öyle bir problem var,-1,-0.9980854392051697
guzeldi,1,0.9682750105857849
güzelllll 10 10 10,1,0.9967435598373413
bütün ürünler rastgele kutunun içine atilmisti posetten kutuyu çikardigim dagildi zaten kutu düzgün sekilde kapatilmamis sanirim hamburgerin içinde tavuk gerçekten yenilemeyecek sertlikteydi kfc nin eski lezzetini özledik böyle subeler yüzünden,-1,-0.9991433620452881
bayiliyorum,1,0.9949707388877869
baris kardesime tesekkür ediyorum yildirim getirdi sube kurye lezzette on numara,1,0.9634780287742615
paratesler cok kotu berbat,-1,-0.9994381070137024
tebrikler,1,0.9663002490997314
patetes soguktu acili moyanez kalmamis kalan hersey iyi,-1,-0.9926823377609253
sikinti yok hizli,1,0.8852358460426331
geç soguk birbirine girmis bir siparis uzak durun,-1,-0.9929837584495544
4 siparistir hot wingslerin tadinda farklilik aliyorum agir yag kokuyor yada tavuklarda birsey var dikkat eder misiniz,-1,-0.764279842376709
güzeldi,1,0.9682750105857849
ürünler ilik geldi yenmicek kadar degildi onun disinda gayet güzel di paketi getiren baris bey gayet kibar di,-1,-0.8486206531524658
patatesler hamur geliyor iyi pisirmeniz lazim,-1,-0.9924975037574768
zamanki levent sube 1 numara,1,0.631478488445282
iyi kfc subesi,0,0.5508697032928467
siparis 1 buçuk saat sonra buz geldi levent in göbeginde kadar yakin olmasina ragmen büyük ayip,-1,-0.9992031455039978
daim iyi,1,0.9334611892700195
cok iyi,1,0.9912058115005493
basarili,1,0.9456688165664673
gönderilen kova içinden kolonyali mendil çikti ayrica kutu kola ezik pipet yok pandemi döneminde kadar özensiz rezil bir servis olmamali,-1,-0.9993054270744324
yavas gelmesi sikinti degilde siparis gelmeden teslim edildi yazilmasi saçma,-1,-0.9993884563446045
hizliydi tesekkürler,-1,-0.9931835532188416
servis hizli geldi keske böyle olsa,-1,-0.9941297769546509
hiza 10 puan 100000 falan anca keser 6 dakikada geldi helal olsun be,1,0.7162392735481262
eksik siparis menüdeki patates kizartman koyulmamisti subeyi yaklasik 5 kere aradi asla açmadilar,-1,-0.9985966682434082
basarili,1,0.9456688165664673
patatesler son zamanlarda pismemis sekilde geliyor kisa zamanda düzeltmenizi öneririm,-1,-0.9947970509529114
eksik ürün geldi menüdeki tavuk parçalari azdi,-1,-0.9986079335212708
yillardir kfc den yerim son gelen siparis berbatti,-1,-0.992049515247345
9 dk oldu hemen geldi cok sasirdim,1,0.9958447813987732
güzeldi,1,0.9682750105857849
soguk geldi tavsiye etmem,-1,-0.9992475509643555
kurye mustafa kisa bey asiri hizli kibardi tesekkürler,-1,-0.6621708869934082
patates hariç sey güzel geliyo patatesler,-1,-0.882557213306427
galaksinin güler yüzlü kuryesi mustafa kisaya tesekkür ediyorum,-1,-0.7526178359985352
hizli soguk,-1,-0.9955590963363647
mustafa beye hizli servisi tesekkürler,-1,-0.6552598476409912
iyi,1,0.8707313537597656
hizli lezzetli tek kelimeyle mükemmel,1,0.9893567562103271
hizli ancak soguk geldi,-1,-0.9557744860649109
fena degil,-1,-0.9879937171936035
hizli geldi sicakti fakat ilk kfc deneyimimdi lezzeti beni pek tatmin etmedi,-1,-0.9987849593162537
abartisiz tam 1 20 dk geldi buz gibiydi zaten yemeden direk çöpe attim,-1,-0.999126136302948
iyi,1,0.8707313537597656
kfc aralar iyilesti hizmet konusunda özellikle kuryeleri gayet samimiler son siparisimi getiren kurye mustafa gayet kibardi oldukça acele geldi yemegim sicakti kaliteyi sürdürmeniz dilegi yemek vs kfc lezzeti gayet çitir,1,0.805589497089386
yemekler sicak lezzetli mustafa kisa bey oldukça hizli güleryüzlü 10 üzerinden 10,1,0.9655490517616272
soguk olmasina alistik seferde pattesler pismemis pes,-1,-0.9878127574920654
kuryemiz süper hizliydi,1,0.9654779434204102
buz geldi hamburgerler dagilmis vaziyetteydi basarisiz,-1,-0.9989950656890869
özellikle müsteri memnuniyeti olarak ilgilendiler yemekler konusunda süpheniz olmasin sicak taze geldi,1,0.8058436512947083
eksiksiz sicak geldi,1,0.8124741911888123
gelen kurye erhan bey cok kibar hizli getirdi cok teskkur ederim,1,0.6173346042633057
iyi,1,0.8707313537597656
soguk getiriyorsunuz bunu iyilestirmeniz lazim,-1,-0.9876367449760437
iyi,1,0.8707313537597656
soguk getiriyorsunuz bunu iyilestirmeniz lazim,-1,-0.9876367449760437
ketçapp mayonez gelmisti güzell,1,0.9157111048698425
soguk geldi,-1,-0.9967196583747864
yemeyin sizde yapmayin abi kadar soguk yemegi vermeye utanmiyorsaniz bizde yemeyiz artik,-1,-0.9982942938804626
gelen ürünler kötüydü içecekler dökülmüstü ekmekler bayat etler patatesler soguktu porsiyonlar zaten asiri konulmus küçük coleslaw kutusunun yarisi bile dolu degildi zincir restoranlarin denli özensiz davranma haklarini kendilerinde görmelerinden sikildim,-1,-0.9992467164993286
814 mosoeu st ramakonopi katlehong 1431 south africa,1,0.6517437100410461
hayatimda gördügüm kötü hamburgerlerdi ev arkadaslarima rezil oldum sizi övdügüm,-1,-0.9991808533668518
1 saatte geldi,1,0.7756692171096802
mükemmeldi hizli sicak,1,0.9840885996818542
sicak güzel geldi,1,0.7712882161140442
buz gibiydi yemek yiyemedik rezalet anlamadik cok yazik,-1,-0.9987637996673584
hersey mükemmeldi tesekkür ederim,1,0.9855571985244751
iyiydi tesekkür ederim sagolun,1,0.9520817995071411
ürünler soguktu gravy sos sulu tatsiz patates buz but disindaki ürünleri attik,-1,-0.9983277916908264
bugün yorduk sizi acele ettiniz kusura bakmayin yarin getirseydiniz keske beklerdik,-1,-0.9659530520439148
food was old and there was missing item,-1,-0.9813408851623535
berbat,-1,-0.9991132616996765
eger soguk gelmeseydi lezzeti degerlendirebilirdim soguk sicak ürünleri ayni posete koymamalarini özellikle rica etmeme ragmen buz kolayi ayni posete koymalarinin bunda etkisi muhakkak vardir varsa etrafinizda baska kfc deneyin,-1,-0.993962287902832
patates buz,-1,-0.9709298014640808
geç geldi geç gelmesi önemli degil fakat buz gibiydi üzdü,-1,-0.9119420051574707
kfc kalite lezzeti mükemmel hizli teslimat sicak sicak lezzetlere ulasmami sagliyor tesekkürler,1,0.993675947189331
nasil kadar kötü olabiliyor gidip kendim alinca iyi kurye gelince nasil oluyor suç sadece kuryede olamaz ayrica evime yürüyerek 10 dk olan yere nasil 1 saatte geldigini anlamis degilim,-1,-0.9946379065513611
yemek hizli sicak geldi tesekkür ederim,-1,-0.9949130415916443
hamburger bayatti patatesler soguktu,-1,-0.9944835901260376
tam 1 saat içinde geldi fazla geç,1,0.8140658140182495
içine tavuk koymaya zahmet etmeseydiniz keske ekmekle doyururduk karnimizi keza öyle oldu üfleyerek isittik arada patateslerde kürdan görevi gördü sert olduklari içindi sanirsam,-1,-0.9770448803901672
allah razi olsun bide para almasaniz iyi olucak güzel insanlar allahin rahmeti üzerinize olsun,-1,-0.9271390438079834
yemegim tam 1 saatte geldi buz gibiydi yiyemedim param çöpe gitti,-1,-0.9990614652633667
hizli kibarlar,-1,-0.9971790313720703
patatesler zamanki rezalet pisirseydiniz bari,-1,-0.9992350935935974
sistemde nakit yerine kredi kartiyla ödemeyi yazmistim onaylandi demelerine ragmen nakit sekilde geldi,-1,-0.9804863929748535
tesekkurler,1,0.9723026752471924
kizarmis patates cigdi tavuklar soguktu coleslaw asiri sekerliydi,-1,-0.9726397395133972
tskler kfc,1,0.9833640456199646
öncelikle 3545 dk diyorlar 1 30 saatte geldi lezzeti buz gibiydi tavuklar geldi patatesler unutulmustu 1 5 saat sonra patatesleri getirdiker surda iki lokma bi sey yiyecektik toplam 33 5 saat sürdü rezaletti korkunçtu,-1,-0.9990684390068054
sogan halkasi promosyonum unutuldu,-1,-0.9983526468276978
tadi kötü oldugu midemizide rahatsiz etti tavuk bayatti,-1,-0.9976313710212708
hizli sicak geldi kurye arkadas güler yüzlü kibardi ilyas bey e tsk ederim,-1,-0.6948249936103821
herzamanki tesekkürler,1,0.9841262102127075
siparisim buz geldi,-1,-0.9987168908119202
acili kanat siparisimde fazla sayida but vardi tat zamanki harika,1,0.9321547746658325
soguktu,-1,-0.9852394461631775
kurye yusuf bey kibardi ilgiliydi tesekkür ederim sey lezzetliydi,1,0.8231222629547119
patates çook soguktu yahu,-1,-0.9939547777175903
beyenmedik,-1,-0.9988235235214233
bir sokak öteye nasil kadar soguk ürün gönderebiliyorsunuz anlamak zor kurye arkadasa nezaketi tesekkürler ayni seyi restoran söylemek maalesef zor hey gidi kfc neydiiiinn olduun,-1,-0.9967910647392273
1 saatte geldi buz gibiydi,-1,-0.9965617060661316
yanlis tavuk göndermisler,-1,-0.968062162399292
hizli geldi lezzetliydi,-1,-0.9926636219024658
sefer soguktu,-1,-0.992398202419281
1bucuk saatte geldi kalsin açliktan ölcektim,-1,-0.9463408589363098
